,Date,Open,High,Low,Close,MACD,Signal,BuyOrSell
312,2018-07-11,432.55,452.69,424.2,444.99,-17.106956161032997,-17.87936447586162,1
313,2018-07-12,444.99,445.36,416.94,431.14,-18.32087393619304,-18.026534295972095,0
314,2018-07-13,431.14,442.47,424.62,432.46,-18.957865082700835,-18.336977891548344,0
315,2018-07-14,432.43,440.0,428.26,433.19,-19.182654555518013,-18.61887011287157,0
316,2018-07-15,433.2,455.0,430.52,449.78,-17.816747110511415,-18.35149577875152,1
317,2018-07-16,449.79,480.57,444.03,478.49,-14.253295441511739,-16.985428999671594,1
318,2018-07-17,478.49,512.0,465.29,498.76,-9.682006579001893,-14.55095485944836,1
319,2018-07-18,498.89,515.47,468.01,479.41,-7.533765942232037,-12.21189188704292,1
320,2018-07-19,479.4,484.15,462.57,468.57,-6.6295458884411005,-10.351109887508983,1
321,2018-07-20,468.7,471.02,440.0,449.04,-7.403509710816309,-9.368576495278091,1
322,2018-07-21,449.04,468.97,441.18,460.23,-7.03287156924921,-8.590008186601798,1
323,2018-07-22,460.23,472.2,454.19,457.47,-6.882509816519928,-8.020842063241176,1
324,2018-07-23,457.47,469.82,447.11,450.05,-7.278180696102197,-7.77328827419485,1
325,2018-07-24,450.05,484.27,448.47,479.28,-5.173499126588581,-6.9066918916594275,1
326,2018-07-25,479.24,485.77,464.0,472.1,-4.038338362706554,-5.950574048675136,1
327,2018-07-26,472.11,485.0,460.0,462.64,-3.8575903184945446,-5.252912805281606,1
328,2018-07-27,462.17,474.0,455.84,470.09,-3.0777154654111882,-4.5278470253248,1
329,2018-07-28,470.09,472.0,460.82,469.29,-2.495446387178845,-3.8503801459428155,1
330,2018-07-29,468.44,472.0,461.6,466.4,-2.241355839991911,-3.3140387106258475,1
331,2018-07-30,466.4,469.79,446.1,456.23,-2.8280215840477467,-3.152033001766481,1
332,2018-07-31,456.19,457.3,427.0,432.22,-5.1707594566379385,-3.824941820056967,0
333,2018-08-01,432.2,434.99,406.55,420.41,-7.889420075258386,-5.179767905124107,0
334,2018-08-02,420.37,425.52,407.43,410.62,-10.710485573319886,-7.023340461189367,0
335,2018-08-03,410.62,420.01,396.61,417.52,-12.248237908572435,-8.76497294365039,0
336,2018-08-04,417.58,419.53,401.86,407.21,-14.135898707889055,-10.555281531729946,0
337,2018-08-05,407.21,413.24,400.16,408.79,-15.327702482762334,-12.14608851540741,0
338,2018-08-06,408.77,413.28,397.08,405.28,-16.366777206862366,-13.552984745892395,0
339,2018-08-07,405.19,412.76,369.19,378.21,-19.153781310281317,-15.419916934022037,0
340,2018-08-08,378.2,380.42,347.25,355.48,-22.932274196888443,-17.924036021644174,0
341,2018-08-09,355.48,369.9,350.51,363.3,-25.007477749678685,-20.28518326432234,0
342,2018-08-10,363.21,365.87,325.95,331.81,-28.860386769674733,-23.14358443277314,0
343,2018-08-11,331.88,332.98,304.45,317.69,-32.676536152638334,-26.32123500606154,0
344,2018-08-12,317.49,327.13,313.42,317.89,-35.278060185984316,-29.306843399369132,0
345,2018-08-13,317.96,321.99,280.68,283.81,-39.63289456896496,-32.74886045590108,0
346,2018-08-14,283.81,283.81,250.0,278.41,-43.02391416168234,-36.17387835782817,0
347,2018-08-15,278.47,304.45,276.3,281.12,-44.97421254159843,-39.107323085751595,0
348,2018-08-16,281.46,298.6,277.55,287.17,-45.50707637154301,-41.240574181015404,0
349,2018-08-17,286.84,318.0,285.0,317.51,-42.985678216980546,-41.82227552633712,0
350,2018-08-18,317.51,321.33,281.79,294.11,-42.387025210221054,-42.0105254209651,0
351,2018-08-19,294.1,307.4,288.2,299.42,-41.01136231079158,-41.677471050907265,1
352,2018-08-20,299.3,304.04,269.5,270.51,-41.77240861681361,-41.70911690620938,0
353,2018-08-21,270.51,285.9,269.7,281.21,-41.03906986948823,-41.485767893969,1
354,2018-08-22,281.09,298.89,259.5,270.8,-40.82726236238727,-41.26626605010843,1
355,2018-08-23,270.68,280.3,267.55,275.99,-39.782031268648495,-40.77152112295512,1
356,2018-08-24,276.06,283.1,270.22,281.19,-38.09494672205949,-39.87932965598991,1
357,2018-08-25,281.05,282.71,275.99,277.55,-36.62939675852607,-38.79601869016864,1
358,2018-08-26,277.54,277.91,268.69,274.29,-35.32380180979163,-37.638613063376305,1
359,2018-08-27,274.17,288.15,271.59,287.71,-32.827808025913725,-36.035011384222116,1
360,2018-08-28,287.71,298.0,282.66,295.44,-29.88151308953178,-33.983845285992004,1
361,2018-08-29,295.44,297.0,283.55,288.4,-27.79422773379622,-31.920639435260078,1
362,2018-08-30,288.35,291.0,271.88,283.89,-26.201918948148204,-30.014399272889456,1
363,2018-08-31,283.9,289.0,276.59,281.41,-24.853620965681557,-28.294139837153494,1
364,2018-09-01,281.46,302.0,281.34,295.71,-22.37328925901187,-26.320522977772953,1
365,2018-09-02,295.8,299.33,288.87,295.41,-20.19897479641861,-24.280006917321508,1
366,2018-09-03,295.51,296.62,285.99,289.09,-18.76942386650751,-22.44314590038351,1
367,2018-09-04,289.09,292.64,283.0,285.3,-17.73784494573374,-20.87471224883359,1
368,2018-09-05,285.18,287.62,227.0,228.53,-21.25614812808209,-21.001857541916422,0
369,2018-09-06,228.28,233.19,212.0,229.7,-23.67708483074159,-21.893599971524814,0
370,2018-09-07,229.73,234.69,213.5,215.22,-26.459105497147277,-23.415435146732303,0
371,2018-09-08,215.19,220.2,190.01,196.71,-29.813804247212715,-25.54822484689244,0
372,2018-09-09,196.87,208.6,185.02,195.81,-32.17416589758068,-27.756871863788522,0
373,2018-09-10,196.13,203.42,187.1,197.15,-33.54990034276835,-29.6878813567818,0
374,2018-09-11,197.22,200.2,176.16,185.18,-35.200291713296934,-31.52535147562018,0
375,2018-09-12,185.14,185.22,167.32,183.12,-36.25652094418626,-33.10240796514221,0
376,2018-09-13,183.17,215.0,183.15,210.68,-34.47235272400917,-33.559056218097865,0
377,2018-09-14,210.91,224.2,202.6,208.82,-32.83002887373925,-33.31604710331166,1
378,2018-09-15,208.55,227.42,207.64,221.29,-30.174418690493695,-32.26883763237234,1
379,2018-09-16,221.62,223.5,208.1,220.17,-27.839289131648997,-30.79232146546456,1
380,2018-09-17,220.24,225.0,192.4,196.16,-27.607842450142186,-29.730828460357106,1
381,2018-09-18,196.25,215.47,193.47,208.17,-26.153827614771956,-28.53849484516206,1
382,2018-09-19,208.42,214.84,197.58,209.79,-24.58736211566682,-27.22145060199698,1
383,2018-09-20,209.79,226.68,205.56,224.0,-21.946315219038382,-25.463072141010784,1
384,2018-09-21,224.0,252.11,220.66,247.73,-17.734027021178065,-22.886723767733216,1
385,2018-09-22,247.67,255.13,232.7,241.01,-14.767772427171508,-20.180406654212646,1
386,2018-09-23,241.01,249.73,237.0,244.5,-11.99708552386528,-17.45263294409686,1
387,2018-09-24,244.54,246.2,225.3,228.06,-11.001053499635418,-15.302106462609714,1
388,2018-09-25,228.06,228.1,203.61,219.62,-10.768594751311355,-13.790935892176929,1
389,2018-09-26,219.5,223.6,207.5,214.42,-10.878564737652198,-12.820145507335353,1
390,2018-09-27,214.38,234.0,205.01,229.13,-9.66730401768956,-11.769198344120088,1
391,2018-09-28,229.1,234.42,215.53,221.84,-9.189680330907578,-10.909359006382585,1
392,2018-09-29,221.89,237.77,214.18,231.62,-7.9305770967518185,-9.91643170317233,1
393,2018-09-30,231.62,239.0,226.5,232.94,-6.748424111624047,-8.860429172656236,1
394,2018-10-01,233.04,235.88,224.46,231.61,-5.851427623428492,-7.857428656246988,1
395,2018-10-02,231.62,232.51,223.37,225.69,-5.554220373435641,-7.089692561976539,1
396,2018-10-03,225.7,226.43,216.51,220.77,-5.650548364199835,-6.609977829384306,1
397,2018-10-04,220.67,227.16,219.49,222.66,-5.510856067913096,-6.243603908893903,1
398,2018-10-05,222.66,231.75,219.35,228.37,-4.883110182584005,-5.790106000123937,1
399,2018-10-06,228.36,228.86,223.15,225.4,-4.5725615808864575,-5.384257860378111,1
400,2018-10-07,225.39,227.75,221.48,226.14,-4.218113968948074,-4.995543229901433,1
401,2018-10-08,226.26,232.7,224.21,230.01,-3.583625224905745,-4.52490389490287,1
402,2018-10-09,230.01,231.02,226.56,228.4,-3.1741126735916225,-4.074640154465788,1
403,2018-10-10,228.4,228.78,224.05,226.74,-2.9495189348288022,-3.6995997479201264,1
404,2018-10-11,226.7,226.91,189.01,191.58,-5.544728752780117,-4.314642749540123,0
405,2018-10-12,191.55,201.87,190.04,196.96,-7.085651216955313,-5.238312238678519,0
406,2018-10-13,196.96,202.78,196.27,201.3,-7.8659676636230245,-6.114197380326688,0
407,2018-10-14,201.39,203.56,194.33,197.01,-8.72990826812196,-6.9861010095917795,0
408,2018-10-15,196.84,239.0,194.6,214.39,-7.920859929559896,-7.297687316247819,0
409,2018-10-16,214.39,219.95,211.55,215.09,-7.140883482771244,-7.245419371755627,1
410,2018-10-17,215.2,216.99,210.0,212.85,-6.627102694173061,-7.0393138125614385,1
411,2018-10-18,212.9,215.3,203.53,206.24,-6.676338797759399,-6.918322140960759,1
412,2018-10-19,206.25,208.0,204.21,205.0,-6.737747838486484,-6.858130706802668,1
413,2018-10-20,205.1,209.69,203.57,207.91,-6.476940131495041,-6.731067181700126,1
414,2018-10-21,207.91,211.99,206.74,207.49,-6.232296598877866,-6.564810320759374,1
415,2018-10-22,207.46,209.3,205.0,206.67,-6.035014097837319,-6.388211579785357,1
416,2018-10-23,206.67,207.8,202.14,205.85,-5.877086051747568,-6.217836403772761,1
417,2018-10-24,205.85,207.95,204.73,205.35,-5.726263952369607,-6.05397891997171,1
418,2018-10-25,205.35,205.94,202.88,203.93,-5.656118273912568,-5.9213587046186635,1
419,2018-10-26,203.84,209.0,203.0,204.92,-5.457729286244955,-5.766815565160761,1
420,2018-10-27,204.92,206.15,203.09,204.45,-5.277592851049576,-5.6037413271237,1
421,2018-10-28,204.45,205.94,203.62,204.99,-5.033239885001365,-5.413574179749588,1
422,2018-10-29,204.99,205.49,195.28,196.96,-5.425006194963572,-5.417384851487583,0
423,2018-10-30,196.95,198.6,195.91,197.27,-5.6453928344500355,-5.493387512475067,0
424,2018-10-31,197.24,201.45,193.01,198.73,-5.6372582319457365,-5.5413444189652905,0
425,2018-11-01,198.7,200.95,197.88,199.96,-5.468523050702203,-5.5170706295442615,1
426,2018-11-02,199.93,203.74,199.34,202.35,-5.083348500717079,-5.3724965866018675,1
427,2018-11-03,202.31,202.69,198.59,200.31,-4.886378713683513,-5.210457295629083,1
428,2018-11-04,200.27,218.76,199.0,212.11,-3.735061886649447,-4.718658825969205,1
429,2018-11-05,212.13,213.39,207.62,210.66,-2.9061377414045353,-4.114485131114315,1
430,2018-11-06,210.64,221.25,209.11,220.74,-1.419474804344759,-3.2161483555244637,1
431,2018-11-07,220.77,224.8,217.01,219.07,-0.37175341714021215,-2.26801670939638,1
432,2018-11-08,219.06,220.78,212.49,212.79,-0.04762123722619549,-1.527884885339652,1
433,2018-11-09,212.79,215.51,209.1,210.77,0.045731567404175166,-1.0033460677583765,0
434,2018-11-10,210.78,215.55,209.02,213.25,0.31618482952308113,-0.563502435331224,0
435,2018-11-11,213.27,213.99,209.0,212.54,0.4678369883966127,-0.21972262742194515,0
436,2018-11-12,212.6,214.22,210.9,212.89,0.6092415346548137,0.05659875993697444,1
437,2018-11-13,212.91,213.8,209.2,209.84,0.46978080554481494,0.19432610847292128,1
438,2018-11-14,209.84,210.3,176.16,187.43,-1.4325292335646793,-0.34795900553961223,0
439,2018-11-15,187.43,190.0,170.99,184.35,-3.1523159680970423,-1.2827446597254222,0
440,2018-11-16,184.35,185.0,173.0,176.89,-5.058903113749466,-2.5414641444001034,0
441,2018-11-17,176.93,177.91,173.94,176.2,-6.5500593889615,-3.8776625592539027,0
442,2018-11-18,176.2,182.94,176.1,178.97,-7.422731007558241,-5.059352042022016,0
443,2018-11-19,179.04,179.33,146.47,150.81,-10.268240326885518,-6.795648136976517,0
444,2018-11-20,150.76,154.7,126.95,133.82,-13.735938621778587,-9.109078298577208,0
445,2018-11-21,133.68,142.01,127.15,138.23,-15.944466475363981,-11.3875410241728,0
446,2018-11-22,138.36,140.4,125.64,126.63,-18.418447369479424,-13.731176472608341,0
447,2018-11-23,126.58,128.9,118.56,125.02,-20.27528770111431,-15.91254688211033,0
448,2018-11-24,125.0,130.81,112.32,114.89,-22.307110893123223,-18.044068219114628,0
449,2018-11-25,114.83,122.35,102.95,118.67,-23.34324460887811,-19.81046034903579,0
450,2018-11-26,118.65,121.5,106.41,110.68,-24.526389319411066,-21.382436672494215,0
451,2018-11-27,110.66,114.31,102.36,111.43,-25.114022476445058,-22.6262986071445,0
452,2018-11-28,111.38,126.8,111.37,122.9,-24.37323338322159,-23.208610199170195,0
453,2018-11-29,122.88,124.0,114.78,117.98,-23.90756405510379,-23.441594817814728,0
454,2018-11-30,117.99,120.26,111.09,113.73,-23.609303880024584,-23.497497838551347,0
455,2018-12-01,113.71,120.8,111.35,118.1,-22.757968371002136,-23.250988016034945,1
456,2018-12-02,118.09,120.73,116.0,116.57,-21.953668831215253,-22.818548287761715,1
457,2018-12-03,116.63,116.96,106.7,108.76,-21.69635530196669,-22.444483959163374,1
458,2018-12-04,108.76,113.2,106.0,109.94,-21.153373416635574,-22.014113778320777,1
459,2018-12-05,109.92,110.58,102.38,102.71,-21.063648310844727,-21.69729195582876,1
460,2018-12-06,102.73,104.68,90.2,91.0,-21.68744034122686,-21.694008084294794,1
461,2018-12-07,91.18,96.9,82.07,93.05,-21.765483210144765,-21.717833126244784,0
462,2018-12-08,93.06,98.0,84.55,90.38,-21.79157966630386,-21.742415306264476,0
463,2018-12-09,90.39,98.7,88.63,93.26,-21.33394492778116,-21.606258513436707,1
464,2018-12-10,93.26,95.21,88.11,89.91,-20.99951378018895,-21.404010269020787,1
465,2018-12-11,89.88,91.65,85.83,87.76,-20.669694347970676,-21.159238295337417,1
466,2018-12-12,87.77,91.31,86.63,89.41,-20.044112805942447,-20.787529798872427,1
467,2018-12-13,89.39,90.71,84.71,86.34,-19.57046216411473,-20.38184058728653,1
468,2018-12-14,86.35,87.25,82.2,83.82,-19.17736878759314,-19.980349987388735,1
469,2018-12-15,83.82,85.0,81.79,83.76,-18.655630457981133,-19.538776810919536,1
470,2018-12-16,83.75,87.64,83.73,84.67,-17.96166874152749,-19.013074121122187,1
471,2018-12-17,84.68,97.0,84.4,94.02,-16.467406214487994,-18.164518152244124,1
472,2018-12-18,94.03,101.3,91.34,100.39,-14.600876813366014,-16.976637705951422,1
473,2018-12-19,100.39,107.55,97.75,98.74,-13.103728401508448,-15.685667937803766,1
474,2018-12-20,98.73,116.0,97.88,114.05,-10.560108097044449,-13.977147990883996,1
475,2018-12-21,113.71,118.0,104.76,107.69,-8.954250501272995,-12.302848827680329,1
476,2018-12-22,107.67,115.5,105.38,115.2,-6.994968903431854,-10.533555519597504,1
477,2018-12-23,115.18,131.94,114.91,129.03,-4.276956609927453,-8.448022549707488,1
478,2018-12-24,129.03,157.67,128.8,138.03,-1.380770834561588,-6.092271977992189,1
479,2018-12-25,138.01,139.26,119.68,127.6,0.07203307302773965,-4.037503627652213,1
480,2018-12-26,127.61,135.32,122.51,129.35,1.3490500026430112,-2.241985750887139,1
481,2018-12-27,129.35,131.09,111.22,113.8,1.093732212425408,-1.13007976311629,0
482,2018-12-28,113.75,136.66,111.87,135.3,2.5963324370421077,0.11205763693650905,1
483,2018-12-29,135.3,145.42,128.5,132.89,3.5517447789835046,1.258620017618841,1
484,2018-12-30,133.0,139.0,127.03,137.77,4.649099237439174,2.388779757558952,1
485,2018-12-31,137.81,138.66,128.7,131.45,4.951709149477793,3.2430895548652323,1
486,2019-01-01,131.45,140.67,130.0,139.1,5.7426233637589945,4.076267491163153,1
487,2019-01-02,139.1,155.37,137.76,152.01,7.326700046016271,5.159745009447526,1
488,2019-01-03,152.01,153.64,143.11,146.3,8.028792033015364,6.116094017303473,1
489,2019-01-04,146.3,154.8,143.54,151.97,8.939675589404814,7.057287874670587,1
490,2019-01-05,152.08,159.26,151.2,152.83,9.620058141112736,7.911544630151304,1
491,2019-01-06,152.83,157.4,147.51,153.86,10.12565634383418,8.649581868045596,1
492,2019-01-07,153.89,155.48,147.86,149.34,10.045818396179044,9.114994044090079,1
493,2019-01-08,149.29,151.65,145.2,147.6,9.729981617860318,9.319989902013493,1
494,2019-01-09,147.62,151.5,146.77,148.1,9.411534209002497,9.350504671009828,1
495,2019-01-10,148.11,149.45,121.0,124.95,7.208060778028397,8.636356706682685,1
496,2019-01-11,124.96,127.36,120.08,124.65,5.375617938626732,7.5494437839973685,1
497,2019-01-12,124.67,126.19,122.0,123.35,3.774979042359007,6.291288870117915,1
498,2019-01-13,123.35,124.25,111.87,114.16,1.7447921117519911,4.775789950662608,1
499,2019-01-14,114.17,130.05,113.94,126.95,1.1545910451880843,3.568723648837767,1
500,2019-01-15,126.95,129.4,116.0,118.95,0.040848431268358354,2.3927652429812976,1
501,2019-01-16,118.93,126.88,118.52,121.48,-0.6303840831276375,1.385048800944986,0
502,2019-01-17,121.49,122.99,116.8,121.54,-1.1443083142569463,0.541929762544342,0
503,2019-01-18,121.56,121.98,117.66,119.17,-1.7229747823581931,-0.21303841908983628,0
504,2019-01-19,119.16,125.29,119.14,122.6,-1.8830926729519462,-0.7697231703772063,0
505,2019-01-20,122.61,123.32,115.68,117.47,-2.396312186403449,-1.3119195090526206,0
506,2019-01-21,117.56,118.5,113.61,115.63,-2.9178794725958994,-1.8472394969003803,0
507,2019-01-22,115.62,119.49,111.39,117.81,-3.1193594891558263,-2.271279494318862,0
508,2019-01-23,117.8,118.95,114.8,116.44,-3.350953695985922,-2.6311708948745487,0
509,2019-01-24,116.4,117.15,113.61,116.39,-3.498203246112226,-2.920181678620441,0
510,2019-01-25,116.4,117.5,114.3,115.11,-3.6758124008138964,-3.1720585860182595,0
511,2019-01-26,115.13,118.0,115.0,115.34,-3.7547276940893823,-3.366281622041967,0
512,2019-01-27,115.32,116.15,111.04,112.05,-4.0362171381760135,-3.589593460753316,0
513,2019-01-28,112.04,112.87,100.91,105.5,-4.73326764692564,-3.9708181894774244,0
514,2019-01-29,105.49,106.61,102.22,104.45,-5.309210152106388,-4.416948843687079,0
515,2019-01-30,104.41,109.8,103.45,108.29,-5.393618551867888,-4.742505413080682,0
516,2019-01-31,108.29,110.61,105.46,106.44,-5.545863098098479,-5.0102913080866145,0
517,2019-02-01,106.47,108.35,103.77,106.73,-5.5788083910358495,-5.1997970024030264,0
518,2019-02-02,106.71,111.15,106.07,110.42,-5.2466850918723935,-5.215426365559482,0
519,2019-02-03,110.41,111.11,105.82,107.36,-5.170785810854056,-5.200546180657674,1
520,2019-02-04,107.33,109.3,106.57,107.68,-5.026867162639078,-5.142653174651476,1
521,2019-02-05,107.65,108.18,106.47,107.27,-4.889530704206962,-5.058279017836638,1
522,2019-02-06,107.28,107.83,101.21,104.5,-4.947178428179441,-5.021245487950906,1
523,2019-02-07,104.49,106.18,103.82,104.48,-4.9375613637341615,-4.993350779878658,1
524,2019-02-08,104.48,123.0,103.41,119.25,-3.695524502829926,-4.560742020862414,1
525,2019-02-09,119.32,121.99,117.64,119.19,-2.6850907855650235,-3.935524942429951,1
526,2019-02-10,119.19,126.49,115.81,125.12,-1.3897926790404966,-3.086947521300133,1
527,2019-02-11,125.12,125.28,119.24,120.89,-0.6965557844239498,-2.2901502756747387,1
528,2019-02-12,120.88,123.89,118.18,122.41,-0.024229946369118238,-1.5348434992395321,1
529,2019-02-13,122.4,126.47,120.7,121.86,0.45892254722218695,-0.8702548170856259,0
530,2019-02-14,121.86,124.5,120.1,120.42,0.7173591442271032,-0.34105016331471627,0
531,2019-02-15,120.47,124.25,120.19,121.67,1.0113780262768017,0.10975923321578968,1
532,2019-02-16,121.66,124.99,121.54,122.67,1.3099811045063063,0.5098331903126285,1
533,2019-02-17,122.67,135.61,122.43,133.75,2.4128754694496024,1.14418061669162,1
534,2019-02-18,133.77,148.3,132.42,145.69,4.201947972246188,2.163436401876476,1
535,2019-02-19,145.69,150.0,142.36,143.44,5.376270326605393,3.2343810434527818,1
536,2019-02-20,143.45,149.52,139.6,148.44,6.633915814190445,4.367559300365336,1
537,2019-02-21,148.42,149.61,142.7,145.69,7.324277198319038,5.35313193301657,1
538,2019-02-22,145.68,148.85,143.85,147.36,7.914910451430401,6.207058105821181,1
539,2019-02-23,147.4,159.6,145.78,157.79,9.119481684478558,7.177865965373641,1
540,2019-02-24,157.75,166.0,131.7,132.1,7.90996362849657,7.421898519747951,1
541,2019-02-25,132.1,141.55,131.89,137.87,7.332478386590509,7.392091808695471,1
542,2019-02-26,137.88,138.41,133.72,136.22,6.6648477453639146,7.1496771209182866,1
543,2019-02-27,136.22,140.29,126.84,135.02,5.970096129071123,6.7564834569692325,1
544,2019-02-28,135.03,139.0,132.1,135.34,5.383266844179957,6.298744586039474,1
545,2019-03-01,135.32,137.95,134.9,135.32,4.860557098533832,5.819348756870927,1
546,2019-03-02,135.32,136.12,130.03,132.56,4.175464766776514,5.271387426839456,1
547,2019-03-03,132.54,134.6,128.01,130.6,3.4347745949805812,4.659183149553165,1
548,2019-03-04,130.6,131.11,122.6,125.65,2.4204472570210385,3.9129378520424565,1
549,2019-03-05,125.68,137.84,125.19,136.72,2.481239829764746,3.435705177949887,1
550,2019-03-06,136.71,140.29,133.33,137.4,2.554838115193405,3.1420828236977267,1
551,2019-03-07,137.37,140.2,135.2,136.81,2.5363200981908562,2.9401619151954366,1
552,2019-03-08,136.82,139.34,130.62,133.52,2.2304576051183176,2.703593811836397,1
553,2019-03-09,133.51,138.65,132.93,137.27,2.264548727581513,2.5572454504181024,1
554,2019-03-10,137.27,137.5,134.0,135.37,2.113884521789629,2.4094584742086114,1
555,2019-03-11,135.37,136.15,131.0,132.67,1.7563682976302744,2.191761748682499,1
556,2019-03-12,132.67,135.3,130.77,133.57,1.5280422724612208,1.9705219232754065,1
557,2019-03-13,133.62,133.65,130.58,131.65,1.1785783806910501,1.7065407424139547,1
558,2019-03-14,131.69,135.11,128.52,132.2,0.9352254355070784,1.4494356401116626,1
559,2019-03-15,132.24,137.62,132.18,136.56,1.0817127242033564,1.326861334808894,1
560,2019-03-16,136.6,144.47,136.51,140.92,1.5319610247579476,1.3952278981252453,1
561,2019-03-17,140.94,141.07,137.2,138.67,1.6877742400100146,1.4927433454201684,1
562,2019-03-18,138.67,142.01,136.1,137.59,1.7044623802786134,1.5633163570396502,1
563,2019-03-19,137.62,139.38,136.97,138.55,1.774694257921766,1.6337756573336888,1
564,2019-03-20,138.56,139.66,136.01,139.01,1.8461899539906597,1.7045804228860124,1
565,2019-03-21,139.04,139.55,131.21,134.85,1.549314046876674,1.652824964216233,1
566,2019-03-22,134.85,137.2,134.29,135.98,1.3892054125636548,1.5649517803320403,1
567,2019-03-23,135.92,138.21,135.6,137.28,1.351636477844778,1.493846679502953,1
568,2019-03-24,137.28,137.37,134.75,136.09,1.2118700876479807,1.3998544822179624,1
569,2019-03-25,136.12,136.83,131.6,133.98,0.9202369319365573,1.2399819654574942,1
570,2019-03-26,133.97,134.74,132.27,134.18,0.6972168021690948,1.059060244361361,1
571,2019-03-27,134.14,140.14,133.84,139.45,0.9349393010444942,1.0176865965890722,1
572,2019-03-28,139.46,139.57,137.3,137.86,0.9836969363338426,1.0063567098373292,1
573,2019-03-29,137.85,143.6,137.62,143.25,1.4406586513174204,1.1511240236640263,1
574,2019-03-30,143.25,145.89,140.06,142.46,1.7192393835544806,1.3404958102941777,1
575,2019-03-31,142.44,142.5,140.42,141.38,1.8317543232438709,1.5042486479440755,1
576,2019-04-01,141.41,143.08,139.57,141.24,1.8878642694592997,1.6321205217824837,1
577,2019-04-02,141.24,165.6,141.0,163.31,3.6708807313721366,2.311707258312368,1
578,2019-04-03,163.26,177.81,149.23,159.96,4.758761084934918,3.1273918671865513,1
579,2019-04-04,159.96,164.0,152.8,157.36,5.349450694308246,3.868078142893783,1
580,2019-04-05,157.33,167.83,155.94,164.77,6.342390408839378,4.6928488982089815,1
581,2019-04-06,164.84,172.77,159.2,165.5,7.106290294482392,5.497329363633452,1
582,2019-04-07,165.56,175.43,164.06,174.21,8.318618805519122,6.437759177595343,1
583,2019-04-08,174.29,185.87,170.9,178.72,9.533421840598947,7.469646731929878,1
584,2019-04-09,178.71,179.17,171.05,174.6,10.047886647677473,8.329060037179076,1
585,2019-04-10,174.58,183.77,168.0,177.12,10.53747717575692,9.065199083371692,1
586,2019-04-11,177.12,177.48,158.27,164.07,9.759948647320527,9.296782271354637,1
587,2019-04-12,164.06,166.5,158.11,163.19,8.969349958120262,9.187638166943179,1
588,2019-04-13,163.2,165.37,160.74,162.99,8.231765800392225,8.869014044759528,1
589,2019-04-14,162.99,168.11,161.2,167.23,7.898310795899931,8.545446295139662,1
590,2019-04-15,167.21,168.81,155.7,159.95,6.966306894421365,8.01906649490023,1
591,2019-04-16,159.91,166.73,159.41,165.37,6.589080967115706,7.542404652305389,1
592,2019-04-17,165.41,167.28,163.78,165.75,6.24875773669541,7.11118901376873,1
593,2019-04-18,165.75,175.2,165.04,173.33,6.515584177400967,6.9126540683128095,1
594,2019-04-19,173.34,173.55,168.59,172.64,6.595341825504704,6.806883320710108,1
595,2019-04-20,172.66,176.97,169.87,172.88,6.6018147198822135,6.738527120434144,1
596,2019-04-21,172.89,173.48,164.82,168.59,6.189429497871629,6.555494579579973,1
597,2019-04-22,168.59,172.3,167.0,170.52,5.949760967830628,6.353583375663525,1
598,2019-04-23,170.52,175.83,167.78,169.16,5.585692906199256,6.097619885842102,1
599,2019-04-24,169.15,169.87,159.26,164.78,4.887398066958781,5.694212612880995,1
600,2019-04-25,164.78,165.49,150.35,154.72,3.482097004112717,4.956840743291569,1
601,2019-04-26,154.7,162.56,151.4,157.95,2.5990594534029867,4.170913646662042,1
602,2019-04-27,157.93,166.24,156.35,159.31,1.9860920338622918,3.442639775728792,1
603,2019-04-28,159.32,160.24,156.92,157.85,1.3667461406738255,2.75067523071047,1
604,2019-04-29,157.86,159.05,152.0,155.11,0.6473526785954107,2.0495677133387837,1
605,2019-04-30,155.14,162.89,155.11,161.83,0.6124164598320476,1.5705172955032052,1
606,2019-05-01,161.85,163.88,158.36,160.19,0.4472394626831715,1.1960913512298608,1
607,2019-05-02,160.2,163.48,158.5,161.81,0.4419613086470804,0.9447146703689341,1
608,2019-05-03,161.82,170.86,160.99,168.06,0.9313649052438961,0.9402647486605882,1
609,2019-05-04,168.1,171.3,159.76,163.7,0.9563806586431554,0.9456367186547774,1
610,2019-05-05,163.71,165.36,159.18,163.05,0.9132291189002046,0.9348341854032531,1
611,2019-05-06,163.05,178.05,157.55,173.0,1.662745956777968,1.1774714425281583,1
612,2019-05-07,172.98,182.76,167.89,169.18,1.9262962319610892,1.4270797056724687,1
613,2019-05-08,169.07,173.17,164.8,170.85,2.2440487697032836,1.6994027270160736,1
614,2019-05-09,170.88,173.88,166.57,170.9,2.4714155867981162,1.9567403469434215,1
615,2019-05-10,170.96,176.7,168.46,172.91,2.781729582108369,2.231736758665071,1
616,2019-05-11,172.92,205.23,172.92,190.2,4.372411719948502,2.9452950790928814,1
617,2019-05-12,190.2,204.32,181.0,188.11,5.402120953641486,3.7642370372757497,1
618,2019-05-13,188.07,206.87,185.32,195.84,6.763948746949211,4.764140940500237,1
619,2019-05-14,195.83,219.81,194.19,216.4,9.393939767381767,6.307407216127414,1
620,2019-05-15,216.4,250.27,216.21,248.1,13.876195526781828,8.83033665301222,1
621,2019-05-16,248.06,279.76,241.76,264.25,18.51812017557924,12.059597827201227,1
622,2019-05-17,264.35,268.74,223.43,244.3,20.35247002662473,14.823888560342395,1
